name,cohort_id,cohort_entries,cohort_subjects,database_id
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with  Prevalent Human immunodeficiency virus infection,141001061,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with  Prevalent Hepatitis C,111001071,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with  Prevalent Hepatitis C,112001071,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with  Prevalent Hepatitis C,113001071,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with  Prevalent Hepatitis C,114001071,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation with  Prevalent Hepatitis C,115001071,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation with  Prevalent Hepatitis C,116001071,NA,NA,NA
Persons tested for SARS-CoV-2 with at least 365d prior observation with  Prevalent Hepatitis C,126001071,NA,NA,NA
Persons tested for SARS-CoV-2 with no required prior observation with  Prevalent Hepatitis C,127001071,NA,NA,NA
Persons tested positive for SARS-CoV-2 with at least 365d prior observation with  Prevalent Hepatitis C,128001071,NA,NA,NA
Persons tested positive for SARS-CoV-2 with no required prior observation with  Prevalent Hepatitis C,129001071,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Hepatitis C,130001071,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with  Prevalent Hepatitis C,131001071,NA,NA,NA
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Hepatitis C,132001071,-5,-5,PREMIER
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation with  Prevalent Hepatitis C,133001071,-5,-5,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Hepatitis C,134001071,NA,NA,NA
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with  Prevalent Hepatitis C,135001071,NA,NA,NA
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Hepatitis C,136001071,NA,NA,NA
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with  Prevalent Hepatitis C,137001071,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Hepatitis C,138001071,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with  Prevalent Hepatitis C,139001071,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Hepatitis C,140001071,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with  Prevalent Hepatitis C,141001071,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with  Prevalent obesity,111001081,-5,-5,PREMIER
Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with  Prevalent obesity,112001081,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with  Prevalent obesity,113001081,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with  Prevalent obesity,114001081,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation with  Prevalent obesity,115001081,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation with  Prevalent obesity,116001081,NA,NA,NA
Persons tested for SARS-CoV-2 with at least 365d prior observation with  Prevalent obesity,126001081,NA,NA,NA
Persons tested for SARS-CoV-2 with no required prior observation with  Prevalent obesity,127001081,NA,NA,NA
Persons tested positive for SARS-CoV-2 with at least 365d prior observation with  Prevalent obesity,128001081,NA,NA,NA
Persons tested positive for SARS-CoV-2 with no required prior observation with  Prevalent obesity,129001081,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent obesity,130001081,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with  Prevalent obesity,131001081,NA,NA,NA
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent obesity,132001081,27,27,PREMIER
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation with  Prevalent obesity,133001081,29,29,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent obesity,134001081,-5,-5,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with  Prevalent obesity,135001081,-5,-5,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent obesity,136001081,NA,NA,NA
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with  Prevalent obesity,137001081,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent obesity,138001081,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with  Prevalent obesity,139001081,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent obesity,140001081,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with  Prevalent obesity,141001081,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with  Prevalent Dementia,111001091,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with  Prevalent Dementia,112001091,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with  Prevalent Dementia,113001091,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with  Prevalent Dementia,114001091,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation with  Prevalent Dementia,115001091,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation with  Prevalent Dementia,116001091,NA,NA,NA
Persons tested for SARS-CoV-2 with at least 365d prior observation with  Prevalent Dementia,126001091,NA,NA,NA
Persons tested for SARS-CoV-2 with no required prior observation with  Prevalent Dementia,127001091,NA,NA,NA
Persons tested positive for SARS-CoV-2 with at least 365d prior observation with  Prevalent Dementia,128001091,NA,NA,NA
Persons tested positive for SARS-CoV-2 with no required prior observation with  Prevalent Dementia,129001091,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Dementia,130001091,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with  Prevalent Dementia,131001091,NA,NA,NA
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Dementia,132001091,6,6,PREMIER
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation with  Prevalent Dementia,133001091,6,6,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Dementia,134001091,-5,-5,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with  Prevalent Dementia,135001091,-5,-5,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Dementia,136001091,-5,-5,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation with  Prevalent Dementia,137001091,-5,-5,PREMIER
Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Dementia,138001091,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation with  Prevalent Dementia,139001091,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation with  Prevalent Dementia,140001091,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation with  Prevalent Dementia,141001091,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with  Prevalent tuberculosis,111001171,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation with  Prevalent tuberculosis,112001171,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation with  Prevalent tuberculosis,113001171,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation with  Prevalent tuberculosis,114001171,NA,NA,NA
